ā 吖呵啊腌錒锕阿
zhá 剳劄喋扎札炸煠牐甴箚耫蚻譗軋轧鍘铡閘闸
zhǎ 厏拃眨砟苲諎鮓鮺鲊鲝
zhà 乍吒咤喥奓宱怍搾柞栅榨溠灹炸痄蚱蜡詐诈醡霅鮓鲊䃎䄍䋏䖳
zha 馇
zhāi 亝侧側哜嚌夈捚摘擿斋斎榸粂齊齋齐
zhái 厇宅择擇檡翟㡯
zhǎi 厏抧窄鉙䍉
zhài 债債寨瘵砦祭豸責责㩟
zhān 占噡岾嶦怗惉旃旜枬栴毡氈氊沾瞻粘薝蛅覱詀詹譫谵趈邅閚霑飦饘驙魙鱣鳣鳽鸇鹯
zhán 讝
zhǎn 嫸展崭嶃嶄搌斩斬榐橏琖皽盏盞輾辗醆颭飐黵㠭
zhàn 佔偡僝占嵁嶘战戦戰栈桟棧欃湛碊站綻绽菚蘸虥虦覱譧轏颤驏㠭
zhāng 傽嫜张弡張彰慞暲樟漳獐璋章粻蔁蟑遧鄣鏱餦騿鱆麞
zhǎng 仉仧兏幥掌涨漲礃長长鞝
zhàng 丈仗墇嶂帐帳幛扙杖涨涱漲痮瘬瘴瞕粀胀脹賬账障
zhāo 佋啁嘲妱巶招昭朝炤皽着釗釽鉊鍣钊駋鳭鼂
zháo 着
zhǎo 找沼爪爫瑵菬㐍
zhào 兆召啅垗旐曌枛棹櫂濯炤照燳狣瞾笊箌罀罩羄肁肇肈詔诏赵趙鮡㑿㷖
zhē 嗻嫬折蜇螫遮㸙
zhé 乇厇哲啠喆嚞埑悊慹扸折搩摺晢晣杔棏歽矺砓磔籷粍聑虴蛰蜇蟄袩詟謫謺讁讋谪輒輙轍辄辙適銸馲鮿䇽䝕
zhě 乽啫者褶襵赭踷鍺锗
zhè 嗻柘樜浙淛蔗蟅这這鷓鹧䗪
zhe 嗻着
zhèi 这
zhēn 侦侲偵嫃寊帧帪幀揕搸斟枮桢椹楨榛槙樼殝浈湞溱潧澵獉珍珎瑧甄眞真砧碪祯禎禛箴籈胗臻葴蒖蓁薽貞贞轃遉酙針鉁錱鍼针鱵
zhěn 姫嫃屒弫抮昣枕槙畛疹眕稹竧紾縝縥缜聄萙袗裖覙診诊軫轸辴駗鬒黰䪾
zhèn 侲圳塦填挋振揕朕栚桭榐烪瑱甽眹紖絼纼誫賑赈鋴鎭鎮镇阵陣震鴆鸩
zhēng 丁争佂凧埥埩姃媜峥崝崢征徰徴徵怔挣掙揁正炡烝爭狰猙症癥眐睁睜筝箏篜糽綪聇脀蒸踭鉦錚鏳钲铮鬇鲭
zhěng 愸抍拯掟撜整晸氶糽
zhèng 塣幁徎怔憕挣掙政正氶症証諍證证诤郑鄭钲铮靕鴊䦛䦶
zhī 之倁卮只吱呮巵憄搘支枝栀栺梔椥榰氏汁汥泜疷知祗祬禔秓稙綕織织肢胑胝脂臸芝菭蘵蜘衼隻馶鳷鴲鼅㩼䞠䟡
zhí 侄値值埴執妷姪嬂慹戠执拓摕摭植樴殖淔漐潪犆瓡直禃秇絷縶聀职職膱臷蟙跖踯蹠蹢躑軄郦釞馽㥁
zhǐ 凪劧只咫址坁坧墌夂帋徴徵恉扺抧指旨杫枳槯止汦沚洔淽疻砋祇祉禔秖筫紙絺纸芷茋藢蚔衹襧訨趾軹轵酯阯黹
zhì 乿俧偫傂儨制剬劕厔坁垁墆娡寘峙崻帙帜幟庢庤廌彘徏徝志忮憄懥懫扻挃挚捗掷搱摨摯擲擳擿斦旘晊智杝柣栉桎梽楖櫍櫛歭治洷滍滞滯潌潪瀄炙熫狾猘璏瓆畤疐痔痣瘈眰知礩祑秩秲秷稚稺穉窒筫紩緻織织置翐聜膣至致芖蛭螲袟袠製覟觗觯觶誌識识豑豒豸貭質贄质贽跱踬躓輊轾迣郅銍銴鋕鑕铚锧陟隲雉駤騭騺驇骘鯯鴙鶨鷙鸷㨖
zhōng 中伀刣夂妐幒彸忠忪斔柊汷泈炂盅籦終终舯蔠蚣蜙螤螽衳衷蹱鈡銿鍾鐘钟锺鴤鼨㹣
zhǒng 冢喠塚尰徸歱煄瘇种種穜肿腫踵
zhòng 中仲众偅堹妕媑狆眾祌种種穜筗緟茽蚛衆衶諥重
zhōu 侜周啁喌嚋婤州徟掫洲淍炿烐珘盩矪粥翢舟謅譸诌诪调賙赒輈輖辀週郮銂霌駲騆鵃鸼㗙㨄
zhóu 妯碡軸轴
zhǒu 帚晭疛睭箒肘胕菷鯞
zhòu 伷僽冑呪咒咮噣宙昼晝椆甃皱皺籀籒籕粙紂縐繇纣绉胄荮葤薵詋軸轴酎駎驟骤㑇㑳㤘㥁㥮
zhū 侏朱株槠橥櫧櫫洙潴瀦猪珠硃秼絑茱蕏藸蛛蝫蠩袾誅諸诛诸豬跦邾銖铢駯鮢鯺鴸鼄㑳㭬
zhú 劚孎敱敳斀斸曯朮术欘灟炢烛燭爥瘃磩窋竹竺笁笜筑築篴舳茿蓫蠋蠾躅逐逫钃鱁㔉
zhǔ 丶主劯嘱囑宔属屬帾拄渚濐煑煮燝瞩矚砫罜褚詝陼鸀麈
zhù 乼伫佇住助嗻坾墸壴尌嵀拀杼柱柷樦櫡殶注澍炷疰眝砫祝祩竚筑筯箸築篫簗紵紸纻羜翥芧苎苧莇著蛀註貯贮跓軴迬鉒鋳鑄铸飳馵駐驻麆㤖
zhuā 抓挝撾檛簻膼髽
zhuǎ 爪爫
zhuāi 拽
zhuǎi 跩转
zhuài 拽睉
zhuān 专剸叀塼嫥専專恮漙瑼甎砖磗磚篿耑膞蟤諯鄟顓颛鱄䏝
zhuǎn 孨竱膞転轉转䏝
zhuàn 传傳僎僝啭囀堟撰沌灷瑑篆篹簨籑縳腞蒃襈譔賺贃赚転转饌馔
zhuāng 妆妝娤庄庒桩梉樁湷粧糚荘莊装裝
zhuǎng 奘
zhuàng 僮壮壯壵幢戅戆戇撞焋状狀贛
zhuī 揣椎追錐锥隹騅骓鵻
zhuǐ 沝
zhuì 坠墜奞娷惴甀畷硾礈笍綴縋缀缒腏膇諈贅赘醊錣鑆隊
zhūn 啍宒屯忳淳窀肫衠諄谆迍
zhǔn 准凖埻準稕綧
zhùn 旽稕綧訰
zhuō 倬拙捉桌梲棁棳棹槕涿淖炪焯穛穱窧鐯䓬䦃䪼
zhuó 丵剢劅卓叕啄啅噣圴墌妰娺彴捔撯擆擢斀斫斮斱斲斵晫椓櫡汋浊浞濁濯灂灼烵燋犳琢琸着硺禚窡篧籗籱繳缴罬聉茁著蓔藋蠗蠿諁諑謶诼趠酌鋜鐲镯鵫鷟㲋
zī 仔兹吱呲咨嗞姕姿孖孜孳孶崰嵫栥椔淄湽滋澬玆璾甾畠禌秶稵粢紎緇緕纃缁茊茲菑葘薋觜訾諮谘貲資赀资赼趑趦輜輺辎鄑鈭錙鍿鎡锱镃頾頿髭鯔鰦鲻鶅鼒齍齐齜龇
zí 蓻
zǐ 仔吇呰啙姉姊子杍梓榟橴沝滓矷秄秭笫籽紫耔胏芓茈虸訾訿釨
zì 倳剚字恣洓渍漬牸眥眦秄胔胾自芓茡荢菑
zi 嗭
zōng 倧堫宗嵏嵕惾朡枞棕椶樅潈熧猣磫稯綜緃緵繌综翪腙葼蝬豵踨踪蹤鍐鑁騌騣骔鬃鬉鬷鯮鯼㙡
zǒng 倊偬傯嵸总惣捴揌揔搃摠潀焧熜燪稯総緫縂縱總纵蓗
zòng 從昮潨猔疭瘲碂粽糉糭綜緵縦縱繌纵䝋䡮
zōu 掫棷棸箃緅菆諏诹邹郰鄒鄹陬騶驺鯫鲰黀齱齺
zǒu 搊走赱鯐
zòu 奏媰揍楱
zū 怚柤租菹葅蒩
zú 倅卆卒哫崒崪族椊稡箤足踤鎐鏃镞㲋
zǔ 俎唨柤爼珇祖組组詛诅鎺阻靻
zuān 劗攢躜躦鉆鑚鑽钻
zuǎn 籑籫繤纂纉纘缵
zuàn 揝攥篹賺赚鑽钻
zuī 厜嗺朘樶纗脧蟕
zuǐ 咀嘴噿嶊濢璻觜
zuì 冣嶵晬最栬槜檇檌欈睟祽稡絊罪蕞辠酔酻醉鋷錊㝡
zūn 墫尊嶟樽繜罇遵鐏鱒鳟鶎鷷
zǔn 僔噂撙繜譐
zùn 拵捘栫瀳袸銌
zuō 作嘬穝
zuó 捽昨柮琢秨稓笮筰苲莋鈼䇥䋏
zuǒ 佐左撮繓
zuò 作侳做唑坐岝岞座怍柞祚糳胙葃葄蓙袏諎酢阼飵㤰
zuo 咗
ń 唔嗯
ńg 唔嗯
ň 嗯
ňg 嗯
ǹ 嗯
ǹg 嗯
ḿ 呒呣嘸
m̀ 呣
