ā 吖呵啊腌錒锕阿
shùn 橓眴瞚瞤瞬舜蕣順顺鬊
shuō 說说
shuò 妁愬搠数數朔槊欶洬烁爍獡矟硕碩箾蒴銏鎙鑠铄
sī 㟃丝俬偲傂凘厮厶司咝嘶噝媤廝思恖愢撕斯楒泀澌燍磃禗禠私簛糸糹絲緦纟缌罳蕬虒蛳蜤螄蟖蟴鉰銯鋖鍶鐁锶颸飔騦鯣鷥鸶鼶
sǐ 愢死
sì 亖伺似佀価俟儩兕嗣四姒娰孠寺巳杫枱柶梩榹汜泗泤洍洠涘瀃牭祀禩竢笥耛耜肂肆蕼覗貄釲鈶鈻銉食飤飴飼饲駟騃驷𬢊𬲦
sōng 㣝倯凇娀崧嵩庺忪愡憽揔松枀枩柗梥棇檧淞濍硹菘鬆
sóng 㞞𪨊
sǒng 㧐㩳傱嵷怂悚愯慫捒摗楤漎竦耸聳駷
sòng 㕬吅宋訟誦讼诵送鎹頌颂餸𠳼
sōu 凁嗖廀廋捒捜搜摉摗撨溲獀艘蒐蓃螋鄋醙鎪鏉锼颼颾飕餿馊騪
sǒu 䉤傁叜叟嗾擞擻棷櫢瞍籔蓃薮藪
sòu 嗽擞擻欶瘶
sū 䲆囌櫯甦稡稣穌窣苏蘇蘓酥鯂
sú 俗圱
sù 傃僳嗉埣塐塑夙嫊宿愫愬憟摵梀棴榡樎樕橚殐泝洬涑溯溸潚潥玊珟璛碿簌粛粟素縤縮缩肃肅膆苏莤蔌藗觫訴謖诉谡趚蹜速遡遬鋉餗驌骕鱐鷫鹔𫗧
suān 狻痠酸
suǎn 匴篹
suàn 祘笇筭算蒜
suī 倠哸嗺夊娞尿毸浽滖濉熣眭睢缞芕荽荾虽雖鞖
suí 瓍綏绥遀遂隋随隨髄
suǐ 瀡膸髓
suì 亗埣嬘岁嵗旞檖歲歳澻煫燧璲睟砕碎祟禭穂穗穟繀繐繸襚誶譢谇賥遂邃鏸鐆鐩隧韢𫟦𬭼
sūn 喰孙孫搎槂狲猻荪蓀蕵薞飧飱
sǔn 扻损損榫笋筍箰簨鎨隼鶽
sùn 摌
suō 傞唆嗍嗦娑挱挲摍桫梭睃簑簔縮缩羧莎莏蓑趖鮻
suǒ 乺唢嗩嫅惢所暛溑溹琐琑瑣璅索縒葰褨鎍鎖鎻鏁锁𬭲𭕆
suò 㱔些蜶逤
tā 他塌她它榙溻牠祂褟趿踏遢鉈铊𦈖
tǎ 䵚塔墖溚獭獺鮙鰨鳎鿎
tà 㳠䑽傝嗒嚃嚺崉拓挞搨撻榻橽毾沓涾漯澾濌狧禢粏誻譶踏蹋蹹躂躢遝錔鎉鎑闒闟闥闼阘鞈鞜鞳
ta 侤
tāi 台囼孡珆胎苔
tái 儓台坮嬯抬擡斄旲枱檯炱炲箈籉臺苔菭薹跆邰颱駘骀鮐鲐
tǎi 呔奤
tài 㑀䣭冭太夳忕忲态態汏汰汱泰溙燤肽舦酞鈦钛
tān 啴嘽坍怹摊擹攤滩潬灘痑瘫癱舑貪贪
tán 倓嘾坛埮墰墵壇壜婒弹弾彈惔憛昙曇榃橝檀潭澹燂痰磹繵罈罎藫覃談譚譠谈谭貚郯醈醰錟锬镡顃
tǎn 僋儃嗿坦忐憳憻暺毯璮緂菼袒襢醓鉭钽
tàn 㶒倓傝僋叹嘆埮宕探歎湠炭碳舕
tāng 㓥劏嘡汤湯羰耥薚蝪趟蹚鏜铴镗闛鞺鼞𬍡
táng 䣘傏唐啺坣堂塘嵣愓搪棠榶樘橖溏漟煻瑭磄禟篖糃糖糛膅膛蓎螗螳赯踼鄌醣鎕鏜镗闛隚餹饄饧鶶𬳍
tǎng 伖倘偒傥儻埫帑惝戃曭淌灙爣矘耥躺鎲钂镋
tàng 摥烫燙趟鐋铴
tāo 叨夲夵嫍幍弢慆抭掏搯槄涛涭滔濤焘瑫絛縚縧绦詜謟轁鞱韜韬飸饕
táo 䄻匋咷啕桃梼檮洮淘祹綯绹萄蜪裪跳迯逃醄鋾陶鞀鞉饀駣騊鼗𫘦
tǎo 討讨
tào 㚐套
tè 忑忒慝特犆蟘貸鋱铽𫋌
te 脦
tēi 忒
tēng 熥膯鼟
téng 䲢儯幐滕漛疼痋籐籘縢腾藤虅螣誊謄邆駦騰驣鰧
tèng 霯
tī 䏲䴘体剔擿梯踢銻锑體鷈鷉
tí 偍傂厗啼嗁媂媞崹徲惿提桋渧漽珶瑅睼碮磃禔禵稊綈緹绨缇罤苐荑蕛褆謕趧蹄蹏遆醍鍗題题騠鮷鯷鳀鵜鶗鶙鷤鹈
tǐ 体徥挮躰軆骵體
tì 㯩䏲䢰俶倜剃啑嚏嚔奃屉屜屟弟悌悐惕惖戻挮掦揥替朑棣歒殢涕瓋眣笹籊綈绨薙裼褅趯逖逷髰鬀鬄𣨼𩮜
tiān 兲呑天婖添酟靔靝黇
tián 佃塡填屇恬搷沺湉璳甛甜田甸畋畑畠盷碵磌窴緂胋菾钿闐阗鴫鷆鷏
tiǎn 㐁㖭㥏䩄倎唺奵忝悿捵晪殄淟琠痶睓紾腆舔覥觍賟銛銽錪铦餂
tiàn 㐁掭琠瑱舚菾
tiāo 佻庣恌挑旫条條祧聎
tiáo 岧岹朷条條樤祒笤芀苕萔蓚蓧蓨蜩調调迢銚鋚鎥铫鞗髫鯈鰷鲦齠龆
tiǎo 嬥宨挑斢晀朓窕窱脁誂
tiào 啁眺粜糶絩覜趒跳
tiē 帖怗聑萜貼贴跕
tiě 僣帖蛈鉄銕鐡鐵铁驖
tiè 呫帖飻餮
tīng 厅厛听庁庍廰廳桯汀渟烃烴綎耓聴聼聽鞓𬘩
tíng 䗴亭停婷嵉庭廷楟榳渟筳聤莛葶蜓蝏諪邒閮霆鼮
tǐng 䋼侱侹圢娗挺梃涏烶珽町甼脡艇誔鋌铤閮頲颋
tìng 忊梃濎
tōng 嗵囲恫樋炵痌絧蓪通
tóng 㠉㸗䶱仝佟侗偅僮勭同哃垌峂峒峝庝彤晍曈朣桐橦氃洞浵潼烔燑犝狪獞痌眮瞳砼硧秱穜童粡絧膧茼蚒詷赨酮鉖鉵銅铜餇鮦鲖𫍣
tǒng 㛚侗捅桶筒筩統綂统
tòng 同恸慟憅痛衕通
tōu 偷偸婾媮愉緰鋀鍮
tóu 亠头投頭骰
tǒu 㪗妵敨斢紏蘣钭飳黈
tòu 埱透
tou 头
tū 㻬凸堗宊嶀怢捸涋湥痜禿秃突葖鋵鵚鼵
tú 凃啚図图圖圗塗墿屠峹嵞庩廜徒悇捈揬摕梌檡涂潳瑹瘏稌筡腯荼莵菟蒤趃跿途酴鈯鍎馟駼鵌鶟鷋鷵𬳿
tǔ 㐋吐唋土圡釷钍
tù 兎兔吐唋堍莵菟迌鋀鵵
tu 汢
tuān 䝎䵎湍煓猯貒
tuán 剸团団團塼慱抟揣摶槫檲漙篿糰鏄鷒鷻𬇘
tuǎn 圕墥畽疃
tuàn 彖湪猯褖貒
tuī 忒推蓷藬讉𬯎
tuí 僓墤尵弚弟橔穨蘈蹪隤頹頺頽颓魋𬓼
tuǐ 俀僓聉腿蹆骽
tuì 㦌㷟侻娧煺蛻蜕褪退駾
tūn 䵍吞呑啍噋憞旽暾朜涒焞
tún 囤坉屯庉忳臀臋芚蛌豘豚軘霕飩饨魨鲀黗
tǔn 氽
tùn 㧷褪
tuō 䴱乇仛侂咃咜啴圫托扡拕拖挩捝杔汑沰涶脫脱莌袉袥託讬飥饦馲魠鮵
tuó 佗侻坨堶媠岮柁槖橐沱沲狏砣砤碢紽袉詑跎酡鉈鋖铊阤陀陁馱駄駝駞騨驒驝驮驼鮀鴕鸵鼉鼍鼧𫘞𬶍
tuǒ 䲊妥嫷庹彵撱椭楕橢鬌鰖鵎
tuò 唾嶞拓柝毤毻涶箨籜萚蘀跅
uu 屗曢聁虲蝊闧
wā 凹劸哇唲啘嗗坬娲媧屲徍挖搲攨洼溛漥瓾畖穵窊窐窪蛙韈鮭鼃
wá 娃
wǎ 㧚佤咓搲瓦砙邷
wà 䠚嗢婠帓搲瓦聉腽膃袜襪韎韤
wa 哇
wāi 㖞㗏咼喎歪瀤竵
wǎi 崴𢱉
wài 外顡
wān 㘤剜埦塆壪夗婠帵弯彎捥毌湾潫灣睕蜿豌鋺
wán 丸刓完岏抏捖杬汍烷玩琓笂紈纨翫芄蚖貦頑顽
wǎn 倇唍埦夗夘婉宛惋惌挽捥晚晥晩晼梚椀涴琬畹皖盌碗箢綩綰绾脘莞莬菀萖踠輓鋔鋺
wàn 㸘䥑万卍卐妧忨捥掔杤槾澫瞣絻綄脕腕萬蔓薍蟃贃贎輐鋄錽鎫𬇕
wāng 㑌尢尣尩尪尫汪瀇
wáng 亡亾仼兦朚王莣蚟
wǎng 㲿彺往徃忹惘抂暀枉棢瀇網网罒罓罔罖菵蛧蝄誷輞辋迬魍
wàng 妄徍忘旺暀望朢王盳迋
wēi 倭偎危喴委威媙崴嵔嶶巍微愄揋揻椳楲溦烓煨燰癐癓縅葨葳薇蜲蝛覣詴逶隇隈霺鰃鰄鳂
wéi 为唯喡囗囲围圍圩壝媁峗峞嵬帏帷幃惟撝桅欈沩洈涠湋溈潍潙潿濰為爲犩琟矀硙維维蓶覹违違鄬醀鍏闈闱隹韋韦鮠𣲗𬶏
wěi 㟪㠕䃬䲊亹伟伪偉偽僞儰厃唩委娓媁寪尾崣嵔嶉廆徫愇捤捼撱斖暐梶椲洧浘渨濻瀢炜煒猥玮瑋瓗痏痿碨磈緯纬腲艉芛苇荱萎葦蒍蔿薳蜼諉诿踓鍡隗韑韙韡韪頠颹骩骪骫鮪鲔𫇭𬀩𬱟𮧵
wèi 为位卫叞味喂喡墛媦尉慰懀未渭為煟熭爲犚猚猬瓗畏瞆硙碨磑緭罻胃苿菋蔚藯蘶蝟螱衛衞褽謂讆讏谓躗躛軎轊遗鏏霨餧餵饖魏鮇鳚𬣀
wēn 塭昷榅榲殟温溫瑥瘟緼縕缊蕰豱輼轀辒鎾鞰韫饂鰛鰮鳁
wén 㐎彣文炆玟珳瘒紋繧纹聞芠蚉蚊螡蟁閺閿闅闦闻阌雯馼駇魰鳼鴍鼤𫘜
wěn 伆刎吻呅呡忞忟抆桽歾稳穏穩紊肳脗
wèn 問妏揾搵汶渂璺紋絻纹莬问顐
wēng 䩺嗡滃翁聬螉鎓鶲鹟𬭩𮬢
wěng 勜塕奣嵡攚暡滃瞈蓊
wèng 瓮甕罋蕹齆
wō 倭唩喔挝撾涡涹渦濄猧窝窩緺莴萵薶蜗蝸踒
wǒ 䰀咼婐婑我捰
wò 仴偓卧媉幄捾握斡枂楃沃涴渥濣焥瓁瞃硪肟腛臒臥馧齷龌龏
wū 乌僫兀剭呜嗚圬屋巫弙恶惡扜扝於杅杇歍汙汚污洿烏窏箼螐誈誣诬邬鄔釫鋘鎢钨鰞鴮
wú 㐚㹳亡吳吴吾呉唔墲娪峿捂无梧橆毋洖浯無珸璑祦禑芜茣莁蕪蜈蟱譕郚鋘鋙铻鯃鵐鷡鹀鼯
wǔ 㐅㐏㵲乄五仵伍侮倵儛午啎堥妩娒娬嫵庑廡忤怃憮捂摀旿武潕熓牾玝珷瑦甒瞴碔膴舞躌迕逜陚鵡鹉𣲘
wù 㡔乌俉兀务務勿卼坞塢奦娪婺寤屼岉嵍嵨忢恶悞悟悮惡戊扤敄旿晤杌柮沕渞溩焐熃物痦矹窹粅芴蘁誤误趶鋈阢隖雺雾霚霧靰騖骛鶩鹜鼿齀
xī 㶉䜣䤈俙傒僖兮凞卥厀吸咭唏唽嘻噏嚱夕奚娭嬆嬉屖嵠嶲巂巇希徆徯忚怸恓息悉悕惁惜憘扱扸昔晞晰晳暿曦析栖桸榽樨橀欷歙氥汐浠淅渓溪烯焁焈焟焬煕熄熈熙熹熺熻燨爔牺犀犠犧狶獡琋瘜皙睎瞦矽硒碏磎礂稀穸窸粞糦緆繥羛羲翕翖肸肹腊膝舾茜莃菥蒠蜥螅螇蟋蠵裼西觹觽觿誒譆诶谿豀豨豯貕赥蹊邜郗鄎酅醯釐釸錫鏭鐊鑴锡閪隵雟餏饎饻鯑鵗鸂鼷𫍻
xí 习喺媳嶍席椺槢檄漝習蒵蓆薂袭襲覡觋謵趘郋鎴隰雭霫飁騱騽驨鰼鳛𠅤𫘬
xǐ 㐂喜囍壐屣徙憘憙暿杫枲橲歖洒洗漇玺璽瓕矖禧纚葈葸蓰蟢諰謑蹝躧釐鈢鉨鉩銑铣鱚鳃鿭𫄥𬭳𬶮
xì 䀌係傒匸卌呬咥墍屃屓屭忥忾怬恄愾慀戏戯戱戲扢摡椞欪欯滊潝潟澙熂犔盻磶禊稧系細綌縘繫细绤舃舄蒵蕮虩衋覤赩趇郄郤釳钑闟阋隙隟霼餼饩鬩黖
xi 𢽾
xiā 㗿傄呷煆疨瘕瞎虾蝦谺閕颬鰕𫚥
xiá 䒠䶝侠俠匣叚埉夹夾峡峽徦捾敮暇柙炠烚狎狭狹珨瑕瘕硖硤碬磍祫笚筪縖翈舝舺蕸螛赮轄辖遐鍜鎋閤陜陿霞騢魻鶷黠𬯅
xiǎ 閕閜
xià 㗿丅下乤厦吓唬嚇圷夏夓廈懗梺疜睱罅芐諕鎼鏬
xiān 䲆仙仚佡僊僲先嘕奾姺嬐孅屳廯忺憸掀掺搟攕暹杴枮欦氙珗祆秈籼綅繊纎纖纤苮莶薟褼襳跹蹮躚酰醶銛銽鍁铦锨锬韯韱馦鮮鱻鲜鶱𬸣
xián 䶠䶢伭咁咞咸唌啣嗛妶娴娹婱嫌嫺嫻弦憪挦撏涎湺溓澖玹甉痫癇癎盷瞯礥稴絃羬胘臤舷藖蚿蛝衔衘誸諴賢贒贤輱醎銜鑦閑閒闲鷳鷴鷼鹇鹹麙𫍯𮬣
xiǎn 㧥㬎冼尟尠崄嶮幰彡搟攇显櫶毨洗灦烍燹狝猃獫獮玁禒筅箲藓蘚蚬蜆譣赻跣銑鍌铣险険險韅顕顯鮮鲜𡸃𤞤
xiàn 䶟僩僴县咞哯垷埳塪壏姭娊宪岘峴憪憲懢搚撊晛槏橌橺涀溓瀗献獻现現県睍粯糮絤綖綫線縣线缐羡羨腺臔臽苋莧見见誢豏軐鋧錎鏾限陥陷霰餡馅麲鼸𪾢𬀪𬖑𬭣
xiāng 乡儴勷厢啍廂忀楿欀湘瓖相稥箱緗纕缃膷芗萫葙薌襄郷鄉鄊鄕鑲镶香驤骧鱜麘𬙋
xiáng 佭夅庠栙瓨祥絴羊羏翔詳详跭降
xiǎng 䖮享亯响想晑蚃蠁銄響飨餉饗饟饷鮝鯗鱶鲞
xiàng 䢽像勨向嚮姠嶑巷曏橡潒珦相缿蟓衖襐象銗鐌閧闂項项鱌
xiāo 侾削呺哓嗃嘐嘵嚣嚻囂婋宯宵庨彇憢揱撨枭枵梟櫹歊毊消潇瀟灱灲烋焇熇猇獟獢痚痟睄硝硣穘窙箫箾簘簫綃绡翛肖膮莦萧蕭藃虈虓蛸蟂蟏蟰蠨踃逍銷销霄颵驍骁骹髇髐魈鴞鴵鷍鸮𪮋
xiáo 㚣姣崤殽洨淆訤誵郩
xiǎo 小晓暁曉皛皢筱筿篠謏𫍲
xiào 俏俲傚効咲哮啸嗃嘋嘨嘯孝恔效敩斅斆校歗殽涍熽笑肖薂詨誟
xiē 㱔些娎揳楔歇滊猲獦蝎蠍
xié 㙦䙎偕儶劦勰协協叶嗋嚡垥奊孈峫恊愶慀拹挟挾搚携撷擕擷攜斜旪梋熁燲瑎絜綊緳縀缬翓胁脅脇脋膎蝢衺襭諧讗谐邪鞋鞵颉鮭鲑龤𮖱
xiě 写冩寫藛血
xiè 㨝亵伳偞偰僁卨卸噧塮夑契媟寫屑屟屧嶰廨徢懈暬枻栧械榍榝榭樧泄泻洩渫澥瀉瀣灺炧炨烲焎燮爕獬碿祄禼糏紲絏絬緤繲纈绁缷薢薤蟹蠏褉褻觟解觧謝谢躞躠邂靾鞢韘韰齂齘齛齥𤫉𫧯𬹼
xīn 䜣俽噷噺妡嬜廞心忄忻惞新昕杺欣歆炘焮盺芯莘薪訢辛邤鈊鋅鑫锌馨馫𫷷
xín 枔礥襑鐔镡鬵
xǐn 伈
xìn 伩信囟孞愖焮脪舋芯衅訫軐釁阠顖馸
xīng 兴垶惺星曐煋狌猩瑆皨篂腥興觪觲謃騂骍鮏鯹
xíng 㐩侀刑哘型娙巠形洐滎硎荥蛵行邢郉鈃鉶銒鋞钘铏陉陘餳饧𫰛
xǐng 擤省睲箵醒
xìng 倖兴姓婞嬹幸性悻杏涬睲緈臖荇莕葕鋞
xiōng 兄兇凶匂匈哅忷恟汹洶胷胸芎訩詾讻賯
xióng 熊熋雄
xiǒng 焸焽
xiòng 夐敻詗诇
xiū 䗛休俢修咻庥樇烌羞脙脩臹貅銝鎀鏅飍饈馐髤髹鮴鱃鵂鸺
xiú 苬
xiǔ 宿朽滫潃糔
xiù 嗅嚊宿岫峀溴珛琇璓秀綉繍繡绣臭螑袖褎褏銹鏅鏥鏽锈齅
xū 偦吁嘘噓圩墟姁媭嬃戌揟旴楈欨欻歔歘湏燸疞盱眗砉稰綇緰縃繻胥蓲蕦藇虗虚虛蝑裇訏許諝譃谞鑐需須须顼驉鬚魆魖𦈡𬣙
xú 俆徐蒣邪
xǔ 休冔呴喣姁暊栩浒湑滸珝盨稰糈蛡詡諿许诩鄦醑𪾔
xù 㕛㦌㳚伵侐勖勗卹叙喐嘼垿壻妶婿序怴恓恤惐慉掝敍敘旭旴昫晇朂朐槒欰殈汿沀洫淢湑溆滀漵潊烅烼煦獝珬畜盢瞁矞稸絮続緒緖續绪续聓聟芧蓄藇藚蚼訹賉酗銊頊鱮𦕓𫚈
xu 蓿𢽾
xuān 儇吅咺喧塇媗嬛宣弲愃愋懁揎昍暄梋烜煊煖瑄睻矎禤箮翧翾萱萲蓒蕿藼蘐蝖蠉諠諼譞讂谖軒轩鋗鍹鞙駨駽鰚𫍽𫓶
xuán 伭县妶嫙悬懸旋暶檈漩玄玹琁璇璿痃縣蜁𫠊
xuǎn 咺喛晅烜癣癬选選
xuàn 䃠券夐怰敻旋昡楥楦泫渲炫琄眩眴碹絢縼繏绚蔙衒袨贙鉉鏇铉镟颴
xuē 削疶蒆薛辥辪靴鞾
xué 乴噱壆学學峃嶨敩斈泶澩燢穴茓袕觷踅鷽鸴
xuě 彐樰膤艝轌雪鱈鳕
xuè 吷坹岤怴桖泬滈瀥狘疦瞲血謔谑趐
xūn 勋勛勲勳嚑坃埙塤壎壦曛焄煇熏燻爋獯矄窨纁臐薫薰蘍醺𫄸
xún 㖊䕭偱咰噚姰寻尋峋巡廵循恂揗攳旬杊栒桪樳毥洵浔潯灥燅燖爓珣璕畃眴紃荀荨蕁蟫蟳詢询郇鄩駨鱏鱘鲟𬊈𬍤𬘓𬩽
xùn 伨侚卂噀奞孙孫巺巽徇愻殉殾毥汛浚潠濬熏爋狥稄蕈訊訓訙训讯迅迿逊遜鑂顨馴驯鶽
yā 丫亞压吖呀哑啞圧垭壓孲庘押枒桠椏錏鐚铔雅鴉鴨鵶鸦鸭
yá 䥺伢厑厓堐岈崕崖拁涯漄牙猚玡琊睚笌芽蚜衙邪釾齖
yǎ 厊哑唖啞庌挜掗疋疨痖瘂蕥雅
yà 䝟亚亜亞俹冴劜压圔圠垭埡壓姶娅婭挜掗揠椻氩氬犽猰瓛砑碣磍稏窫聐襾覀訝讶軋轧迓铔齾
ya 呀
yān 㦔傿剦咽墕奄嫣嬮崦嶖恹懕懨樮橪歅殗殷淊淹渰湮漹烟焉焑煙燕珚硽篶胭腌臙菸鄢醃閹閼阉阏黫黰
yán 㳂䶫严厃厳唌啱喦嚴埏塩壛壧妍姸娫娮岩嵒嵓巌巖巗延揅昖梴楌檐櫩欕沿炎炏狿琂盐研硏碞礹筵簷綖羬芫莚蔅虤蜒言訁訮詽讠郔铅閆閻闫阎阽顏顔颜鹽麣𫄧
yǎn 㫃䶮乵俨偃儼兖兗剡匽厣厴噞夵奄嬐孍嵃巘巚弇愝戭扊抁掞掩揜晻曮棪椼檿沇渰渷演琰甗眼硽礹窴縯罨萒蝘衍裺褗躽遃郾酓隁隒顩魇魘鰋鶠黡黤黬黭黶鼴鼹齴龂龑𪩘𬙂𬸘
yàn 䜩䶫偐傿匽厌厭咽唁喭嚈嚥囐堰墕妟姲嬊嬮嬿宴彥彦掞敥晏暥曕曣棪椻殗洝溎滟漹灎灔灧灩烻焔焰焱熖燄燕爓牪猏猒研砚硏硯艳艶艷覎觃觾諺讌讞谚谳豓豔豣贋贗赝軅酀酽醶醼釅隁雁餍饜騐験騴驗驠验鬳鳫鳱鴈鴳鷃鷰齞𮭨
yāng 咉央姎抰柍殃泱眏秧胦鉠鍈雵鞅鴦鸯
yáng 佯劷垟婸崵崸徉愓扬揚敭旸昜暘杨楊氜洋炀烊煬玚珜瑒疡瘍眻禓羊羏蛘諹详輰鍚钖阦阳陽霷颺飏鰑鴹鸉
yǎng 仰佒傟养勜卬咉坱岟慃懩攁柍楧氧氱瀁炴痒癢眏礢紻蝆軮飬養駚
yàng 怏恙柍样楧様樣漾瀁烊煬羕詇鞅
yāo 㙘么吆喓夭妖幺撽枖楆殀祅約约腰葽要訞邀鴁鴢
yáo 㑾㓞侥倄傜僥匋嗂垚堯姚媱尧尭峣嶢嶤徭徺恌愮揺搖摇摿暚榣殽滧烑爻猺珧瑤瑶皐磘窑窕窯窰繇肴蘨謠謡谣軺轺遙遥邎銚鎐铫陶隃顤颻飖餆餚鰩鱙鳐
yǎo 㝔䆗䴠䶧仸偠咬婹宎岆抭杳枖柼榚溔狕眑窅窈舀苭蓔闄騕鷕齩
yào 乐崾怮愮曜樂烄熎燿獟疟瘧矅穾窔筄箹纅耀艞药葯薬藥袎要覞詏讑钥靿鷂鹞鼼
yē 倻吔噎掖擨暍椰歋潱窫耶蠮
yé 䥺峫捓揶爷爺瑘耶邪釾鋣鎁铘
yě 也冶嘢埜壄漜野
yè 䲜业亱僷叶咽喝堨墷夜射嶪嶫抴拽捙掖揲擛擪擫晔曄曅曗曳曵枼枽楪業殗洂液澲烨焆煠燁爗璍瓛痷皣瞱瞸礏緤腋葉謁谒邺鄴鍱鎑鐷靥靨頁页餣饁馌驜鵺鸈
ye 亪
yī 一乊伊依医吚咿噫壱壹夁嫛嬄弌悘揖撎椅檹欹毉洢渏漪猗瑿畩祎禕稦繄蛜衣衤譩辷郼醫銥铱鷖鹥黟黳𠺖
yí 㐌乁仪侇儀儗冝匜咦圯夷姨媐宐宜宧寲峓嶬嶷巸彛彜彝彞彵怡恞扅拸暆杝柂栘桋椬椸沂沶洟煕熪狋狏珆瓵疑痍眙移箷簃籎羠胰荑萓蛇蛦螔袘觺詒誃謻讉诒貤貽贻跠迆迤迱迻遗遺釶鏔頉頤頥顊颐飴饴鮧鴺
yǐ 㠯乙乚乛以佁倚偯叆叕嬟尾崺已庡扆扡攲攺敧敼旑旖椅檥猗矣礒笖舣艤苡苢蚁蛾螘蟻裿踦輢轙迆迤迱逘酏釔鈘鉯钇顗鳦齮𫖮𬺈
yì 㑊㹭乂义亄亦亿仡伇伿佚佾俋億儗兿刈劓劮勚勩匇呓呭呹唈嗌囈圛坄垼埶埸墿奕妷嫕嬑寱射屹峄嶧帟帠幆廙异弈弋役忆忔怈怿悒悘悥意憶懌懝懿抑挹掜敡斁易昳晹曀曎杙枍枻栧栺棭榏槸檍欥欭歝殔殪殹毅泄泆浂浥浳湙溢潩澺瀷炈焬焲熠熤熼燚燡燱獈玴異疙疫痬瘗瘞瘱癔益睪瞖秇穓竩篒縊繶繹绎缢羛義羿翊翌翳翼耴肄肊膉臆艗艺艾芅苅萟蓺薏藙藝蘙虉蛡蜴螠衣衪袘袣裔裛褹襼訲訳詍詣誼譯議讛议译诣谊豙豛豷貖貤贀跇軼轶逸邑鄓醳醷釴鈠鎰鐿镒镱阣隿霬食饐駅驛驿骮鮨鯣鶂鶃鶍鷁鷊鷧鷾鸃鹝鹢黓齸𫄷𬟁𬬩𭣧𮩞𮬜
yi 弬
yīn 侌凐喑噾囙因垔堙姻婣愔慇栶欭歅殷氤洇湮溵濦瘖磤禋秵筃絪緸茵荫蒑蔭裀諲銦铟闉阥阴陰陻隂霒霠鞇音韾駰骃齗𬘡𬤇𬮱
yín 㸒䜣乑伒冘吟唫噖嚚圁圻垠夤婬寅峾崟崯斦檭殥泿淫滛烎犾狺珢璌硍碒苂荶蔩蟫訔訚訡誾鄞鈝銀银霪鷣齦龂龈
yǐn 㐆㱃吲尹嶾廴引朄檃檼櫽殷淾濥瘾癮磤粌縯蘟蚓螾讔赺趛輑酓鈏隐隠隱靷飮飲饮𦈠𬄩𮙊
yìn 䲟印垽堷廕廴慭憖憗懚梀洕湚猌癊窨胤茚荫酳隐隠隱飮飲饮鮣
yīng 䓨䧹偀啨嘤噟嚶婴媖嫈嬰孆孾应応愥應撄攖旲朠柍桜楧樱櫻渶瀴焸焽煐珱瑛璎瓔甇甖碤礯緓纓绬缨罂罃罌膺英莺蘡蝧蠳褮譍譻賏軈鑍锳霙韺鴬鶑鶧鶯鷪鷹鸎鸚鹦鹰𮐨
yíng 㼆僌営塋夃嬴嵤巆攍桯楹櫿浧溁溋滎滢潆濙濚濴瀅瀛瀠瀯灐灜熒營爃瑩盁盈禜籝籯縈耺茔荥荧莹萤营萦萾蓥藀蛍蝇蝿螢蠅覮謍贏赢迎鎣𬎆
yǐng 巊廮影摬景梬浧潁瀴瘿癭矨穎覮郢鐛頴颍颕颖
yìng 䵴媵应応應映暎瀴眏硬膡譍鞕鱦
yō 哟唷喲育
yo 哟喲
yōng 㴩佣傭嗈噰墉壅嫞庸廱慵拥擁槦滽澭灉牅牗痈癕癰臃邕郺鄘銿鏞镛雍雝饔鱅鳙鷛
yóng 喁揘顒颙鰫
yǒng 俑勇勈咏噰埇塎嵱彮怺恿悀惥愑愹慂柡栐永泳涌湧澭甬硧蛹詠踊踴鯒鲬
yòng 㶲佣用砽苚蒏醟
yōu 优優呦嚘妋峳幽忧怮悠憂懮攸櫌泑滺瀀獶獿纋羪耰逌鄾麀
yóu 㘥偤冘尢尤庮怞怣揂斿柚楢櫾汼沋油浟游犹猶猷由甴疣秞繇肬莜莤莸蕕蚰蝣蝤訧輏輶逰遊邮郵鈾铀駀魷鮋鱿鲉𬨎
yǒu 㕛㰶䳑丣卣友懮有栯梄楢槱湵牖牗禉羑聈苃莠蜏酉銪铕黝
yòu 㕛亴佑佦侑又右哊唀囿姷孧宥峟幼有柚梎櫾泑牰狖痏祐蚴誘诱貁迶酭釉鼬
yū 吁唹扜扝於淤瘀盓穻箊紆纡込迂迃陓
yú 㶛䱷䲣丂与乻予于亐伃余俞兪喁堣堬妤娛娪娯娱婾媀媮嬩崳嵎嵛愉愚懙扵捓揄於旟杅桙楡楰榆欤歈歟歶渔渝湡漁澞牏狳玗玙瑜璵畬盂睮禺窬竽籅羭腴臾舁舆艅茰萮萸蕍蘛虞虶蝓螸衧褕覦觎諛謣谀踰輿轝逾邘邪酑釪鍝隃隅雓雩餘馀騟骬髃魚魣鮽鯲鰅鱼鷠鸆齵𭤰
yǔ 㺄与予伛俁俣偊傴匬噳圄圉宇寙屿嶼庾懙挧敔斔斞楀瑀瘐祤禹穥穻窳羽與萭語语貐鄅雨頨麌齬龉
